"date","brl","cny","mxn","brl_interpolated","cny_interpolated","mxn_interpolated"
2006-07-03,2.1595,7.9924,11.154,FALSE,FALSE,FALSE
2006-07-04,2.1595,7.9924,11.154,TRUE,TRUE,TRUE
2006-07-05,2.191,7.9955,11.18,FALSE,FALSE,FALSE
2006-07-06,2.1815,7.9945,11.122,FALSE,FALSE,FALSE
2006-07-07,2.1683,7.9936,11.0315,FALSE,FALSE,FALSE
2006-07-08,2.1683,7.9936,11.0315,TRUE,TRUE,TRUE
2006-07-09,2.1683,7.9936,11.0315,TRUE,TRUE,TRUE
2006-07-10,2.1712,7.9908,10.956,FALSE,FALSE,FALSE
2006-07-11,2.1835,7.9911,10.994,FALSE,FALSE,FALSE
2006-07-12,2.189,7.9892,11.028,FALSE,FALSE,FALSE
2006-07-13,2.2053,7.9899,11.045,FALSE,FALSE,FALSE
2006-07-14,2.213,7.9956,11.029,FALSE,FALSE,FALSE
2006-07-15,2.213,7.9956,11.029,TRUE,TRUE,TRUE
2006-07-16,2.213,7.9956,11.029,TRUE,TRUE,TRUE
2006-07-17,2.2117,7.997,10.9825,FALSE,FALSE,FALSE
2006-07-18,2.1963,8.0016,10.9615,FALSE,FALSE,FALSE
2006-07-19,2.1853,8.0018,10.908,FALSE,FALSE,FALSE
2006-07-20,2.1847,7.9918,10.866,FALSE,FALSE,FALSE
2006-07-21,2.1909,7.9897,10.9095,FALSE,FALSE,FALSE
2006-07-22,2.1909,7.9897,10.9095,TRUE,TRUE,TRUE
2006-07-23,2.1909,7.9897,10.9095,TRUE,TRUE,TRUE
2006-07-24,2.1886,7.9851,10.927,FALSE,FALSE,FALSE
2006-07-25,2.2018,7.9872,10.919,FALSE,FALSE,FALSE
2006-07-26,2.2054,7.9849,10.941,FALSE,FALSE,FALSE
2006-07-27,2.187,7.974,10.8952,FALSE,FALSE,FALSE
2006-07-28,2.1776,7.9792,10.895,FALSE,FALSE,FALSE
2006-07-29,2.1776,7.9792,10.895,TRUE,TRUE,TRUE
2006-07-30,2.1776,7.9792,10.895,TRUE,TRUE,TRUE
2006-07-31,2.1745,7.969,10.916,FALSE,FALSE,FALSE
2006-08-01,2.1875,7.973,11.022,FALSE,FALSE,FALSE
2006-08-02,2.1769,7.972,10.9555,FALSE,FALSE,FALSE
2006-08-03,2.1812,7.9748,10.98,FALSE,FALSE,FALSE
2006-08-04,2.172,7.9783,10.891,FALSE,FALSE,FALSE
2006-08-05,2.172,7.9783,10.891,TRUE,TRUE,TRUE
2006-08-06,2.172,7.9783,10.891,TRUE,TRUE,TRUE
2006-08-07,2.1775,7.968,10.8805,FALSE,FALSE,FALSE
2006-08-08,2.1849,7.9712,10.911,FALSE,FALSE,FALSE
2006-08-09,2.167,7.9745,10.8315,FALSE,FALSE,FALSE
2006-08-10,2.1655,7.969,10.895,FALSE,FALSE,FALSE
2006-08-11,2.1615,7.9725,10.816,FALSE,FALSE,FALSE
2006-08-12,2.1615,7.9725,10.816,TRUE,TRUE,TRUE
2006-08-13,2.1615,7.9725,10.816,TRUE,TRUE,TRUE
2006-08-14,2.1555,7.9928,10.8005,FALSE,FALSE,FALSE
2006-08-15,2.1458,8,10.8135,FALSE,FALSE,FALSE
2006-08-16,2.129,7.9827,10.7405,FALSE,FALSE,FALSE
2006-08-17,2.1315,7.9685,10.7505,FALSE,FALSE,FALSE
2006-08-18,2.149,7.9736,10.839,FALSE,FALSE,FALSE
2006-08-19,2.149,7.9736,10.839,TRUE,TRUE,TRUE
2006-08-20,2.149,7.9736,10.839,TRUE,TRUE,TRUE
2006-08-21,2.1364,7.9698,10.8055,FALSE,FALSE,FALSE
2006-08-22,2.1303,7.9663,10.8,FALSE,FALSE,FALSE
2006-08-23,2.1346,7.9698,10.848,FALSE,FALSE,FALSE
2006-08-24,2.1633,7.9694,10.922,FALSE,FALSE,FALSE
2006-08-25,2.1593,7.969,10.964,FALSE,FALSE,FALSE
2006-08-26,2.1593,7.969,10.964,TRUE,TRUE,TRUE
2006-08-27,2.1593,7.969,10.964,TRUE,TRUE,TRUE
2006-08-28,2.1468,7.9706,10.932,FALSE,FALSE,FALSE
2006-08-29,2.1431,7.9615,10.903,FALSE,FALSE,FALSE
2006-08-30,2.1325,7.959,10.8765,FALSE,FALSE,FALSE
2006-08-31,2.141,7.9538,10.912,FALSE,FALSE,FALSE
2006-09-01,2.1397,7.9533,10.894,FALSE,FALSE,FALSE
2006-09-02,2.1397,7.9533,10.894,TRUE,TRUE,TRUE
2006-09-03,2.1397,7.9533,10.894,TRUE,TRUE,TRUE
2006-09-04,2.1397,7.9533,10.894,TRUE,TRUE,TRUE
2006-09-05,2.125,7.9495,10.836,FALSE,FALSE,FALSE
2006-09-06,2.1452,7.947,10.9355,FALSE,FALSE,FALSE
2006-09-07,2.153,7.9409,11.015,FALSE,FALSE,FALSE
2006-09-08,2.1545,7.9485,11.01,FALSE,FALSE,FALSE
2006-09-09,2.1545,7.9485,11.01,TRUE,TRUE,TRUE
2006-09-10,2.1545,7.9485,11.01,TRUE,TRUE,TRUE
2006-09-11,2.1756,7.9545,11.0651,FALSE,FALSE,FALSE
2006-09-12,2.1696,7.9464,11.032,FALSE,FALSE,FALSE
2006-09-13,2.163,7.949,11.001,FALSE,FALSE,FALSE
2006-09-14,2.155,7.9462,10.9846,FALSE,FALSE,FALSE
2006-09-15,2.1535,7.9429,10.9455,FALSE,FALSE,FALSE
2006-09-16,2.1535,7.9429,10.9455,TRUE,TRUE,TRUE
2006-09-17,2.1535,7.9429,10.9455,TRUE,TRUE,TRUE
2006-09-18,2.1405,7.9465,10.9275,FALSE,FALSE,FALSE
2006-09-19,2.156,7.9357,10.9385,FALSE,FALSE,FALSE
2006-09-20,2.1729,7.9264,10.94,FALSE,FALSE,FALSE
2006-09-21,2.1805,7.9248,10.9905,FALSE,FALSE,FALSE
2006-09-22,2.2126,7.9195,11.0705,FALSE,FALSE,FALSE
2006-09-23,2.2126,7.9195,11.0705,TRUE,TRUE,TRUE
2006-09-24,2.2126,7.9195,11.0705,TRUE,TRUE,TRUE
2006-09-25,2.2308,7.9212,11.103,FALSE,FALSE,FALSE
2006-09-26,2.205,7.9135,11.045,FALSE,FALSE,FALSE
2006-09-27,2.1851,7.9019,11.0135,FALSE,FALSE,FALSE
2006-09-28,2.174,7.8965,11.0505,FALSE,FALSE,FALSE
2006-09-29,2.1664,7.904,10.9775,FALSE,FALSE,FALSE
2006-09-30,2.1664,7.904,10.9775,TRUE,TRUE,TRUE
2006-10-01,2.1664,7.904,10.9775,TRUE,TRUE,TRUE
2006-10-02,2.157,7.904,10.971,FALSE,FALSE,FALSE
2006-10-03,2.1713,7.904,11.0435,FALSE,FALSE,FALSE
2006-10-04,2.167,7.904,11.056,FALSE,FALSE,FALSE
2006-10-05,2.1656,7.904,11.0166,FALSE,FALSE,FALSE
2006-10-06,2.166,7.904,11.0576,FALSE,FALSE,FALSE
2006-10-07,2.166,7.904,11.0576,TRUE,TRUE,TRUE
2006-10-08,2.166,7.904,11.0576,TRUE,TRUE,TRUE
2006-10-09,2.166,7.904,11.0576,TRUE,TRUE,TRUE
2006-10-10,2.1451,7.91,11.059,FALSE,FALSE,FALSE
2006-10-11,2.15,7.9168,11.012,FALSE,FALSE,FALSE
2006-10-12,2.149,7.9143,10.94,FALSE,FALSE,FALSE
2006-10-13,2.141,7.9,10.875,FALSE,FALSE,FALSE
2006-10-14,2.141,7.9,10.875,TRUE,TRUE,TRUE
2006-10-15,2.141,7.9,10.875,TRUE,TRUE,TRUE
2006-10-16,2.132,7.912,10.833,FALSE,FALSE,FALSE
2006-10-17,2.136,7.9081,10.8685,FALSE,FALSE,FALSE
2006-10-18,2.131,7.9066,10.8238,FALSE,FALSE,FALSE
2006-10-19,2.1355,7.9102,10.7985,FALSE,FALSE,FALSE
2006-10-20,2.1425,7.9028,10.8205,FALSE,FALSE,FALSE
2006-10-21,2.1425,7.9028,10.8205,TRUE,TRUE,TRUE
2006-10-22,2.1425,7.9028,10.8205,TRUE,TRUE,TRUE
2006-10-23,2.1375,7.8981,10.8495,FALSE,FALSE,FALSE
2006-10-24,2.1435,7.9023,10.8175,FALSE,FALSE,FALSE
2006-10-25,2.1463,7.901,10.783,FALSE,FALSE,FALSE
2006-10-26,2.134,7.8949,10.733,FALSE,FALSE,FALSE
2006-10-27,2.135,7.8886,10.7065,FALSE,FALSE,FALSE
2006-10-28,2.135,7.8886,10.7065,TRUE,TRUE,TRUE
2006-10-29,2.135,7.8886,10.7065,TRUE,TRUE,TRUE
2006-10-30,2.1405,7.8728,10.762,FALSE,FALSE,FALSE
2006-10-31,2.135,7.8785,10.767,FALSE,FALSE,FALSE
2006-11-01,2.1388,7.8714,10.7505,FALSE,FALSE,FALSE
2006-11-02,2.1425,7.872,10.8355,FALSE,FALSE,FALSE
2006-11-03,2.1432,7.8715,10.802,FALSE,FALSE,FALSE
2006-11-04,2.1432,7.8715,10.802,TRUE,TRUE,TRUE
2006-11-05,2.1432,7.8715,10.802,TRUE,TRUE,TRUE
2006-11-06,2.1337,7.875,10.825,FALSE,FALSE,FALSE
2006-11-07,2.135,7.872,10.811,FALSE,FALSE,FALSE
2006-11-08,2.1428,7.8651,10.866,FALSE,FALSE,FALSE
2006-11-09,2.141,7.8645,10.8628,FALSE,FALSE,FALSE
2006-11-10,2.149,7.8635,10.912,FALSE,FALSE,FALSE
2006-11-11,2.149,7.8635,10.912,TRUE,TRUE,TRUE
2006-11-12,2.149,7.8635,10.912,TRUE,TRUE,TRUE
2006-11-13,2.1635,7.8642,10.924,FALSE,FALSE,FALSE
2006-11-14,2.1555,7.864,10.8655,FALSE,FALSE,FALSE
2006-11-15,2.1475,7.8677,10.86,FALSE,FALSE,FALSE
2006-11-16,2.149,7.8713,10.8505,FALSE,FALSE,FALSE
2006-11-17,2.164,7.8717,10.967,FALSE,FALSE,FALSE
2006-11-18,2.164,7.8717,10.967,TRUE,TRUE,TRUE
2006-11-19,2.164,7.8717,10.967,TRUE,TRUE,TRUE
2006-11-20,2.158,7.8694,10.959,FALSE,FALSE,FALSE
2006-11-21,2.164,7.8683,10.9973,FALSE,FALSE,FALSE
2006-11-22,2.162,7.8731,10.9705,FALSE,FALSE,FALSE
2006-11-23,2.162,7.8731,10.9705,TRUE,TRUE,TRUE
2006-11-24,2.1659,7.8515,11.0225,FALSE,FALSE,FALSE
2006-11-25,2.1659,7.8515,11.0225,TRUE,TRUE,TRUE
2006-11-26,2.1659,7.8515,11.0225,TRUE,TRUE,TRUE
2006-11-27,2.1805,7.8426,11.0536,FALSE,FALSE,FALSE
2006-11-28,2.185,7.844,11.0331,FALSE,FALSE,FALSE
2006-11-29,2.1775,7.8303,11.011,FALSE,FALSE,FALSE
2006-11-30,2.1665,7.834,11,FALSE,FALSE,FALSE
2006-12-01,2.161,7.835,10.986,FALSE,FALSE,FALSE
2006-12-02,2.161,7.835,10.986,TRUE,TRUE,TRUE
2006-12-03,2.161,7.835,10.986,TRUE,TRUE,TRUE
2006-12-04,2.1675,7.8274,10.9631,FALSE,FALSE,FALSE
2006-12-05,2.155,7.8217,10.8885,FALSE,FALSE,FALSE
2006-12-06,2.1474,7.8224,10.861,FALSE,FALSE,FALSE
2006-12-07,2.141,7.8226,10.8675,FALSE,FALSE,FALSE
2006-12-08,2.1382,7.8235,10.8525,FALSE,FALSE,FALSE
2006-12-09,2.1382,7.8235,10.8525,TRUE,TRUE,TRUE
2006-12-10,2.1382,7.8235,10.8525,TRUE,TRUE,TRUE
2006-12-11,2.136,7.834,10.8365,FALSE,FALSE,FALSE
2006-12-12,2.149,7.8283,10.8451,FALSE,FALSE,FALSE
2006-12-13,2.1427,7.8265,10.826,FALSE,FALSE,FALSE
2006-12-14,2.141,7.8229,10.792,FALSE,FALSE,FALSE
2006-12-15,2.145,7.8265,10.7675,FALSE,FALSE,FALSE
2006-12-16,2.145,7.8265,10.7675,TRUE,TRUE,TRUE
2006-12-17,2.145,7.8265,10.7675,TRUE,TRUE,TRUE
2006-12-18,2.146,7.8192,10.8175,FALSE,FALSE,FALSE
2006-12-19,2.1575,7.8243,10.847,FALSE,FALSE,FALSE
2006-12-20,2.1565,7.8158,10.8133,FALSE,FALSE,FALSE
2006-12-21,2.158,7.816,10.842,FALSE,FALSE,FALSE
2006-12-22,2.15,7.8153,10.858,FALSE,FALSE,FALSE
2006-12-23,2.15,7.8153,10.858,TRUE,TRUE,TRUE
2006-12-24,2.15,7.8153,10.858,TRUE,TRUE,TRUE
2006-12-25,2.15,7.8153,10.858,TRUE,TRUE,TRUE
2006-12-26,2.143,7.8199,10.8725,FALSE,FALSE,FALSE
2006-12-27,2.1472,7.8215,10.882,FALSE,FALSE,FALSE
2006-12-28,2.136,7.8116,10.874,FALSE,FALSE,FALSE
2006-12-29,2.1342,7.8041,10.7995,FALSE,FALSE,FALSE
2006-12-30,2.1342,7.8041,10.7995,TRUE,TRUE,TRUE
2006-12-31,2.1342,7.8041,10.7995,TRUE,TRUE,TRUE
2007-01-01,2.1342,7.8041,10.7995,TRUE,TRUE,TRUE
2007-01-02,2.134,7.8051,10.779,FALSE,FALSE,FALSE
2007-01-03,2.139,7.8051,10.765,FALSE,FALSE,FALSE
2007-01-04,2.142,7.809,10.8675,FALSE,FALSE,FALSE
2007-01-05,2.1505,7.8047,10.959,FALSE,FALSE,FALSE
2007-01-06,2.1505,7.8047,10.959,TRUE,TRUE,TRUE
2007-01-07,2.1505,7.8047,10.959,TRUE,TRUE,TRUE
2007-01-08,2.15,7.8127,10.9735,FALSE,FALSE,FALSE
2007-01-09,2.152,7.8055,11.0245,FALSE,FALSE,FALSE
2007-01-10,2.1516,7.8075,11.02,FALSE,FALSE,FALSE
2007-01-11,2.145,7.7945,10.959,FALSE,FALSE,FALSE
2007-01-12,2.141,7.7984,10.979,FALSE,FALSE,FALSE
2007-01-13,2.141,7.7984,10.979,TRUE,TRUE,TRUE
2007-01-14,2.141,7.7984,10.979,TRUE,TRUE,TRUE
2007-01-15,2.141,7.7984,10.979,TRUE,TRUE,TRUE
2007-01-16,2.1426,7.79,10.9921,FALSE,FALSE,FALSE
2007-01-17,2.1317,7.7752,10.9175,FALSE,FALSE,FALSE
2007-01-18,2.13,7.7705,10.9226,FALSE,FALSE,FALSE
2007-01-19,2.128,7.7752,10.886,FALSE,FALSE,FALSE
2007-01-20,2.128,7.7752,10.886,TRUE,TRUE,TRUE
2007-01-21,2.128,7.7752,10.886,TRUE,TRUE,TRUE
2007-01-22,2.132,7.7759,10.9085,FALSE,FALSE,FALSE
2007-01-23,2.134,7.7756,10.961,FALSE,FALSE,FALSE
2007-01-24,2.128,7.7705,10.9487,FALSE,FALSE,FALSE
2007-01-25,2.13,7.7705,10.9875,FALSE,FALSE,FALSE
2007-01-26,2.135,7.7748,11.043,FALSE,FALSE,FALSE
2007-01-27,2.135,7.7748,11.043,TRUE,TRUE,TRUE
2007-01-28,2.135,7.7748,11.043,TRUE,TRUE,TRUE
2007-01-29,2.137,7.773,11.092,FALSE,FALSE,FALSE
2007-01-30,2.133,7.775,11.0505,FALSE,FALSE,FALSE
2007-01-31,2.1225,7.7714,11.0381,FALSE,FALSE,FALSE
2007-02-01,2.1052,7.7575,10.984,FALSE,FALSE,FALSE
2007-02-02,2.096,7.7555,11.0025,FALSE,FALSE,FALSE
2007-02-03,2.096,7.7555,11.0025,TRUE,TRUE,TRUE
2007-02-04,2.096,7.7555,11.0025,TRUE,TRUE,TRUE
2007-02-05,2.0925,7.7602,10.9275,FALSE,FALSE,FALSE
2007-02-06,2.0852,7.7565,10.922,FALSE,FALSE,FALSE
2007-02-07,2.085,7.7474,10.94,FALSE,FALSE,FALSE
2007-02-08,2.097,7.7484,10.967,FALSE,FALSE,FALSE
2007-02-09,2.0993,7.7476,10.9555,FALSE,FALSE,FALSE
2007-02-10,2.0993,7.7476,10.9555,TRUE,TRUE,TRUE
2007-02-11,2.0993,7.7476,10.9555,TRUE,TRUE,TRUE
2007-02-12,2.1135,7.757,11.012,FALSE,FALSE,FALSE
2007-02-13,2.108,7.7632,10.99,FALSE,FALSE,FALSE
2007-02-14,2.098,7.7565,10.917,FALSE,FALSE,FALSE
2007-02-15,2.087,7.7545,10.952,FALSE,FALSE,FALSE
2007-02-16,2.0898,7.7426,10.9924,FALSE,FALSE,FALSE
2007-02-17,2.0898,7.7426,10.9924,TRUE,TRUE,TRUE
2007-02-18,2.0898,7.7426,10.9924,TRUE,TRUE,TRUE
2007-02-19,2.0898,7.7426,10.9924,TRUE,TRUE,TRUE
2007-02-20,2.081,7.7466,10.9735,FALSE,FALSE,FALSE
2007-02-21,2.0791,7.7426,10.9895,FALSE,FALSE,FALSE
2007-02-22,2.074,7.7436,10.9765,FALSE,FALSE,FALSE
2007-02-23,2.087,7.7416,11.0285,FALSE,FALSE,FALSE
2007-02-24,2.087,7.7416,11.0285,TRUE,TRUE,TRUE
2007-02-25,2.087,7.7416,11.0285,TRUE,TRUE,TRUE
2007-02-26,2.0828,7.75,11.0715,FALSE,FALSE,FALSE
2007-02-27,2.1045,7.7416,11.1475,FALSE,FALSE,FALSE
2007-02-28,2.12,7.741,11.1575,FALSE,FALSE,FALSE
2007-03-01,2.123,7.7435,11.1846,FALSE,FALSE,FALSE
2007-03-02,2.121,7.7445,11.1765,FALSE,FALSE,FALSE
2007-03-03,2.121,7.7445,11.1765,TRUE,TRUE,TRUE
2007-03-04,2.121,7.7445,11.1765,TRUE,TRUE,TRUE
2007-03-05,2.1385,7.7415,11.174,FALSE,FALSE,FALSE
2007-03-06,2.1235,7.7453,11.1403,FALSE,FALSE,FALSE
2007-03-07,2.114,7.743,11.155,FALSE,FALSE,FALSE
2007-03-08,2.1034,7.74,11.1451,FALSE,FALSE,FALSE
2007-03-09,2.0955,7.7445,11.117,FALSE,FALSE,FALSE
2007-03-10,2.0955,7.7445,11.117,TRUE,TRUE,TRUE
2007-03-11,2.0955,7.7445,11.117,TRUE,TRUE,TRUE
2007-03-12,2.0915,7.7454,11.157,FALSE,FALSE,FALSE
2007-03-13,2.0885,7.741,11.1615,FALSE,FALSE,FALSE
2007-03-14,2.106,7.737,11.18,FALSE,FALSE,FALSE
2007-03-15,2.09,7.743,11.142,FALSE,FALSE,FALSE
2007-03-16,2.09,7.728,11.158,FALSE,FALSE,FALSE
2007-03-17,2.09,7.728,11.158,TRUE,TRUE,TRUE
2007-03-18,2.09,7.728,11.158,TRUE,TRUE,TRUE
2007-03-19,2.079,7.7355,11.149,FALSE,FALSE,FALSE
2007-03-20,2.0753,7.732,11.1075,FALSE,FALSE,FALSE
2007-03-21,2.072,7.735,11.0795,FALSE,FALSE,FALSE
2007-03-22,2.0555,7.7286,11.014,FALSE,FALSE,FALSE
2007-03-23,2.067,7.729,11.013,FALSE,FALSE,FALSE
2007-03-24,2.067,7.729,11.013,TRUE,TRUE,TRUE
2007-03-25,2.067,7.729,11.013,TRUE,TRUE,TRUE
2007-03-26,2.061,7.7396,11.0255,FALSE,FALSE,FALSE
2007-03-27,2.0612,7.7334,11.0495,FALSE,FALSE,FALSE
2007-03-28,2.074,7.7318,11.0875,FALSE,FALSE,FALSE
2007-03-29,2.054,7.728,11.058,FALSE,FALSE,FALSE
2007-03-30,2.058,7.7232,11.0427,FALSE,FALSE,FALSE
2007-03-31,2.058,7.7232,11.0427,TRUE,TRUE,TRUE
2007-04-01,2.058,7.7232,11.0427,TRUE,TRUE,TRUE
2007-04-02,2.0465,7.7296,11.0305,FALSE,FALSE,FALSE
2007-04-03,2.037,7.7267,10.9785,FALSE,FALSE,FALSE
2007-04-04,2.0308,7.7345,10.9965,FALSE,FALSE,FALSE
2007-04-05,2.0304,7.725,10.99,FALSE,FALSE,FALSE
2007-04-06,2.0306,7.7248,10.97,FALSE,FALSE,FALSE
2007-04-07,2.0306,7.7248,10.97,TRUE,TRUE,TRUE
2007-04-08,2.0306,7.7248,10.97,TRUE,TRUE,TRUE
2007-04-09,2.0215,7.729,10.971,FALSE,FALSE,FALSE
2007-04-10,2.031,7.7304,11.0161,FALSE,FALSE,FALSE
2007-04-11,2.0305,7.7317,10.988,FALSE,FALSE,FALSE
2007-04-12,2.0367,7.724,11.0125,FALSE,FALSE,FALSE
2007-04-13,2.0192,7.7222,10.9915,FALSE,FALSE,FALSE
2007-04-14,2.0192,7.7222,10.9915,TRUE,TRUE,TRUE
2007-04-15,2.0192,7.7222,10.9915,TRUE,TRUE,TRUE
2007-04-16,2.0316,7.7283,10.9865,FALSE,FALSE,FALSE
2007-04-17,2.0317,7.7288,10.987,FALSE,FALSE,FALSE
2007-04-18,2.038,7.7208,10.9905,FALSE,FALSE,FALSE
2007-04-19,2.031,7.7125,11.0005,FALSE,FALSE,FALSE
2007-04-20,2.024,7.715,10.9864,FALSE,FALSE,FALSE
2007-04-21,2.024,7.715,10.9864,TRUE,TRUE,TRUE
2007-04-22,2.024,7.715,10.9864,TRUE,TRUE,TRUE
2007-04-23,2.0231,7.728,10.9685,FALSE,FALSE,FALSE
2007-04-24,2.0359,7.7345,11.003,FALSE,FALSE,FALSE
2007-04-25,2.0221,7.7203,10.9385,FALSE,FALSE,FALSE
2007-04-26,2.021,7.73,10.926,FALSE,FALSE,FALSE
2007-04-27,2.0305,7.7139,10.924,FALSE,FALSE,FALSE
2007-04-28,2.0305,7.7139,10.924,TRUE,TRUE,TRUE
2007-04-29,2.0305,7.7139,10.924,TRUE,TRUE,TRUE
2007-04-30,2.0308,7.709,10.9295,FALSE,FALSE,FALSE
2007-05-01,2.033,7.7065,10.9308,FALSE,FALSE,FALSE
2007-05-02,2.0243,7.7039,10.9285,FALSE,FALSE,FALSE
2007-05-03,2.022,7.705,10.8966,FALSE,FALSE,FALSE
2007-05-04,2.0283,7.7035,10.8825,FALSE,FALSE,FALSE
2007-05-05,2.0283,7.7035,10.8825,TRUE,TRUE,TRUE
2007-05-06,2.0283,7.7035,10.8825,TRUE,TRUE,TRUE
2007-05-07,2.0235,7.7039,10.8504,FALSE,FALSE,FALSE
2007-05-08,2.0245,7.6951,10.8475,FALSE,FALSE,FALSE
2007-05-09,2.022,7.6941,10.8231,FALSE,FALSE,FALSE
2007-05-10,2.0167,7.6936,10.8175,FALSE,FALSE,FALSE
2007-05-11,2.0173,7.6835,10.8125,FALSE,FALSE,FALSE
2007-05-12,2.0173,7.6835,10.8125,TRUE,TRUE,TRUE
2007-05-13,2.0173,7.6835,10.8125,TRUE,TRUE,TRUE
2007-05-14,2.0103,7.6719,10.7981,FALSE,FALSE,FALSE
2007-05-15,1.9888,7.6938,10.7975,FALSE,FALSE,FALSE
2007-05-16,1.9636,7.683,10.7951,FALSE,FALSE,FALSE
2007-05-17,1.9541,7.673,10.8,FALSE,FALSE,FALSE
2007-05-18,1.9631,7.6636,10.8222,FALSE,FALSE,FALSE
2007-05-19,1.9631,7.6636,10.8222,TRUE,TRUE,TRUE
2007-05-20,1.9631,7.6636,10.8222,TRUE,TRUE,TRUE
2007-05-21,1.9426,7.6656,10.794,FALSE,FALSE,FALSE
2007-05-22,1.9376,7.656,10.7641,FALSE,FALSE,FALSE
2007-05-23,1.9415,7.649,10.7705,FALSE,FALSE,FALSE
2007-05-24,1.965,7.6525,10.8332,FALSE,FALSE,FALSE
2007-05-25,1.9456,7.6527,10.775,FALSE,FALSE,FALSE
2007-05-26,1.9456,7.6527,10.775,TRUE,TRUE,TRUE
2007-05-27,1.9456,7.6527,10.775,TRUE,TRUE,TRUE
2007-05-28,1.9456,7.6527,10.775,TRUE,TRUE,TRUE
2007-05-29,1.942,7.6514,10.7965,FALSE,FALSE,FALSE
2007-05-30,1.9498,7.6463,10.8125,FALSE,FALSE,FALSE
2007-05-31,1.9225,7.6516,10.738,FALSE,FALSE,FALSE
2007-06-01,1.901,7.6483,10.7116,FALSE,FALSE,FALSE
2007-06-02,1.901,7.6483,10.7116,TRUE,TRUE,TRUE
2007-06-03,1.901,7.6483,10.7116,TRUE,TRUE,TRUE
2007-06-04,1.9182,7.6503,10.7465,FALSE,FALSE,FALSE
2007-06-05,1.9401,7.6397,10.795,FALSE,FALSE,FALSE
2007-06-06,1.968,7.6377,10.8575,FALSE,FALSE,FALSE
2007-06-07,1.9673,7.6525,10.8985,FALSE,FALSE,FALSE
2007-06-08,1.9666,7.6666,10.9785,FALSE,FALSE,FALSE
2007-06-09,1.9666,7.6666,10.9785,TRUE,TRUE,TRUE
2007-06-10,1.9666,7.6666,10.9785,TRUE,TRUE,TRUE
2007-06-11,1.943,7.668,10.9146,FALSE,FALSE,FALSE
2007-06-12,1.939,7.6456,10.9243,FALSE,FALSE,FALSE
2007-06-13,1.9467,7.637,10.958,FALSE,FALSE,FALSE
2007-06-14,1.931,7.642,10.9085,FALSE,FALSE,FALSE
2007-06-15,1.9098,7.6245,10.8095,FALSE,FALSE,FALSE
2007-06-16,1.9098,7.6245,10.8095,TRUE,TRUE,TRUE
2007-06-17,1.9098,7.6245,10.8095,TRUE,TRUE,TRUE
2007-06-18,1.9029,7.6193,10.7665,FALSE,FALSE,FALSE
2007-06-19,1.9017,7.6175,10.7404,FALSE,FALSE,FALSE
2007-06-20,1.9175,7.618,10.7785,FALSE,FALSE,FALSE
2007-06-21,1.919,7.6208,10.8175,FALSE,FALSE,FALSE
2007-06-22,1.923,7.622,10.795,FALSE,FALSE,FALSE
2007-06-23,1.923,7.622,10.795,TRUE,TRUE,TRUE
2007-06-24,1.923,7.622,10.795,TRUE,TRUE,TRUE
2007-06-25,1.9362,7.6187,10.8151,FALSE,FALSE,FALSE
2007-06-26,1.943,7.6178,10.835,FALSE,FALSE,FALSE
2007-06-27,1.95,7.621,10.8671,FALSE,FALSE,FALSE
2007-06-28,1.9239,7.6198,10.7855,FALSE,FALSE,FALSE
2007-06-29,1.9301,7.612,10.7901,FALSE,FALSE,FALSE
2007-06-30,1.9301,7.612,10.7901,TRUE,TRUE,TRUE
2007-07-01,1.9301,7.612,10.7901,TRUE,TRUE,TRUE
2007-07-02,1.916,7.6055,10.771,FALSE,FALSE,FALSE
2007-07-03,1.9142,7.5948,10.7681,FALSE,FALSE,FALSE
2007-07-04,1.9142,7.5948,10.7681,TRUE,TRUE,TRUE
2007-07-05,1.9134,7.6,10.793,FALSE,FALSE,FALSE
2007-07-06,1.9015,7.6,10.7805,FALSE,FALSE,FALSE
2007-07-07,1.9015,7.6,10.7805,TRUE,TRUE,TRUE
2007-07-08,1.9015,7.6,10.7805,TRUE,TRUE,TRUE
2007-07-09,1.898,7.6055,10.7562,FALSE,FALSE,FALSE
2007-07-10,1.891,7.5855,10.78,FALSE,FALSE,FALSE
2007-07-11,1.889,7.566,10.825,FALSE,FALSE,FALSE
2007-07-12,1.8758,7.569,10.7805,FALSE,FALSE,FALSE
2007-07-13,1.8713,7.571,10.7651,FALSE,FALSE,FALSE
2007-07-14,1.8713,7.571,10.7651,TRUE,TRUE,TRUE
2007-07-15,1.8713,7.571,10.7651,TRUE,TRUE,TRUE
2007-07-16,1.8694,7.566,10.7706,FALSE,FALSE,FALSE
2007-07-17,1.8639,7.5651,10.76,FALSE,FALSE,FALSE
2007-07-18,1.8573,7.5655,10.751,FALSE,FALSE,FALSE
2007-07-19,1.8538,7.558,10.7276,FALSE,FALSE,FALSE
2007-07-20,1.8619,7.5727,10.7966,FALSE,FALSE,FALSE
2007-07-21,1.8619,7.5727,10.7966,TRUE,TRUE,TRUE
2007-07-22,1.8619,7.5727,10.7966,TRUE,TRUE,TRUE
2007-07-23,1.8413,7.5652,10.7574,FALSE,FALSE,FALSE
2007-07-24,1.849,7.566,10.7895,FALSE,FALSE,FALSE
2007-07-25,1.8705,7.5596,10.868,FALSE,FALSE,FALSE
2007-07-26,1.8953,7.568,10.9445,FALSE,FALSE,FALSE
