"date","brl","cny","mxn","brl_interpolated","cny_interpolated","mxn_interpolated"
2000-02-02,1.785,8.2773,9.575,FALSE,FALSE,FALSE
2000-02-03,1.775,8.2781,9.51,FALSE,FALSE,FALSE
2000-02-04,1.773,8.2788,9.481,FALSE,FALSE,FALSE
2000-02-05,1.773,8.2788,9.481,TRUE,TRUE,TRUE
2000-02-06,1.773,8.2788,9.481,TRUE,TRUE,TRUE
2000-02-07,1.77,8.2788,9.436,FALSE,FALSE,FALSE
2000-02-08,1.765,8.2788,9.402,FALSE,FALSE,FALSE
2000-02-09,1.77,8.2788,9.399,FALSE,FALSE,FALSE
2000-02-10,1.77,8.2788,9.4365,FALSE,FALSE,FALSE
2000-02-11,1.767,8.2788,9.423,FALSE,FALSE,FALSE
2000-02-12,1.767,8.2788,9.423,TRUE,TRUE,TRUE
2000-02-13,1.767,8.2788,9.423,TRUE,TRUE,TRUE
2000-02-14,1.769,8.2779,9.393,FALSE,FALSE,FALSE
2000-02-15,1.783,8.2777,9.3875,FALSE,FALSE,FALSE
2000-02-16,1.775,8.2777,9.3715,FALSE,FALSE,FALSE
2000-02-17,1.777,8.2772,9.398,FALSE,FALSE,FALSE
2000-02-18,1.777,8.2772,9.354,FALSE,FALSE,FALSE
2000-02-19,1.777,8.2772,9.354,TRUE,TRUE,TRUE
2000-02-20,1.777,8.2772,9.354,TRUE,TRUE,TRUE
2000-02-21,1.777,8.2772,9.354,TRUE,TRUE,TRUE
2000-02-22,1.785,8.2773,9.427,FALSE,FALSE,FALSE
2000-02-23,1.79,8.278,9.413,FALSE,FALSE,FALSE
2000-02-24,1.782,8.278,9.382,FALSE,FALSE,FALSE
2000-02-25,1.774,8.2786,9.378,FALSE,FALSE,FALSE
2000-02-26,1.774,8.2786,9.378,TRUE,TRUE,TRUE
2000-02-27,1.774,8.2786,9.378,TRUE,TRUE,TRUE
2000-02-28,1.779,8.2786,9.4025,FALSE,FALSE,FALSE
2000-02-29,1.769,8.2786,9.3645,FALSE,FALSE,FALSE
2000-03-01,1.769,8.2786,9.363,FALSE,FALSE,FALSE
2000-03-02,1.759,8.2787,9.341,FALSE,FALSE,FALSE
2000-03-03,1.744,8.2789,9.315,FALSE,FALSE,FALSE
2000-03-04,1.744,8.2789,9.315,TRUE,TRUE,TRUE
2000-03-05,1.744,8.2789,9.315,TRUE,TRUE,TRUE
2000-03-06,1.747,8.2785,9.3175,FALSE,FALSE,FALSE
2000-03-07,1.747,8.2784,9.285,FALSE,FALSE,FALSE
2000-03-08,1.754,8.2786,9.272,FALSE,FALSE,FALSE
2000-03-09,1.735,8.2787,9.2925,FALSE,FALSE,FALSE
2000-03-10,1.738,8.2785,9.3175,FALSE,FALSE,FALSE
2000-03-11,1.738,8.2785,9.3175,TRUE,TRUE,TRUE
2000-03-12,1.738,8.2785,9.3175,TRUE,TRUE,TRUE
2000-03-13,1.749,8.2781,9.313,FALSE,FALSE,FALSE
2000-03-14,1.738,8.278,9.319,FALSE,FALSE,FALSE
2000-03-15,1.7402,8.2778,9.337,FALSE,FALSE,FALSE
2000-03-16,1.736,8.2777,9.325,FALSE,FALSE,FALSE
2000-03-17,1.737,8.2785,9.322,FALSE,FALSE,FALSE
2000-03-18,1.737,8.2785,9.322,TRUE,TRUE,TRUE
2000-03-19,1.737,8.2785,9.322,TRUE,TRUE,TRUE
2000-03-20,1.74,8.2786,9.321,FALSE,FALSE,FALSE
2000-03-21,1.7395,8.2783,9.3,FALSE,FALSE,FALSE
2000-03-22,1.729,8.2783,9.275,FALSE,FALSE,FALSE
2000-03-23,1.723,8.2787,9.2375,FALSE,FALSE,FALSE
2000-03-24,1.73,8.2789,9.1875,FALSE,FALSE,FALSE
2000-03-25,1.73,8.2789,9.1875,TRUE,TRUE,TRUE
2000-03-26,1.73,8.2789,9.1875,TRUE,TRUE,TRUE
2000-03-27,1.736,8.2792,9.1825,FALSE,FALSE,FALSE
2000-03-28,1.749,8.2795,9.184,FALSE,FALSE,FALSE
2000-03-29,1.74,8.2789,9.235,FALSE,FALSE,FALSE
2000-03-30,1.753,8.2788,9.306,FALSE,FALSE,FALSE
2000-03-31,1.742,8.2787,9.2895,FALSE,FALSE,FALSE
2000-04-01,1.742,8.2787,9.2895,TRUE,TRUE,TRUE
2000-04-02,1.742,8.2787,9.2895,TRUE,TRUE,TRUE
2000-04-03,1.742,8.2786,9.29,FALSE,FALSE,FALSE
2000-04-04,1.745,8.2791,9.312,FALSE,FALSE,FALSE
2000-04-05,1.755,8.2795,9.395,FALSE,FALSE,FALSE
2000-04-06,1.745,8.2795,9.364,FALSE,FALSE,FALSE
2000-04-07,1.746,8.2795,9.3222,FALSE,FALSE,FALSE
2000-04-08,1.746,8.2795,9.3222,TRUE,TRUE,TRUE
2000-04-09,1.746,8.2795,9.3222,TRUE,TRUE,TRUE
2000-04-10,1.738,8.2798,9.29,FALSE,FALSE,FALSE
2000-04-11,1.7475,8.2791,9.366,FALSE,FALSE,FALSE
2000-04-12,1.748,8.2796,9.397,FALSE,FALSE,FALSE
2000-04-13,1.764,8.2794,9.399,FALSE,FALSE,FALSE
2000-04-14,1.786,8.2794,9.501,FALSE,FALSE,FALSE
2000-04-15,1.786,8.2794,9.501,TRUE,TRUE,TRUE
2000-04-16,1.786,8.2794,9.501,TRUE,TRUE,TRUE
2000-04-17,1.789,8.2794,9.4825,FALSE,FALSE,FALSE
2000-04-18,1.766,8.279,9.437,FALSE,FALSE,FALSE
2000-04-19,1.766,8.2793,9.391,FALSE,FALSE,FALSE
2000-04-20,1.781,8.2791,9.403,FALSE,FALSE,FALSE
2000-04-21,1.779,8.2785,9.4045,FALSE,FALSE,FALSE
2000-04-22,1.779,8.2785,9.4045,TRUE,TRUE,TRUE
2000-04-23,1.779,8.2785,9.4045,TRUE,TRUE,TRUE
2000-04-24,1.79,8.2786,9.4405,FALSE,FALSE,FALSE
2000-04-25,1.79,8.2791,9.405,FALSE,FALSE,FALSE
2000-04-26,1.799,8.2795,9.409,FALSE,FALSE,FALSE
2000-04-27,1.811,8.2798,9.454,FALSE,FALSE,FALSE
2000-04-28,1.805,8.2799,9.411,FALSE,FALSE,FALSE
2000-04-29,1.805,8.2799,9.411,TRUE,TRUE,TRUE
2000-04-30,1.805,8.2799,9.411,TRUE,TRUE,TRUE
2000-05-01,1.807,8.2799,9.335,FALSE,FALSE,FALSE
2000-05-02,1.8,8.2799,9.334,FALSE,FALSE,FALSE
2000-05-03,1.816,8.2799,9.3675,FALSE,FALSE,FALSE
2000-05-04,1.814,8.2799,9.3965,FALSE,FALSE,FALSE
2000-05-05,1.8125,8.2799,9.48,FALSE,FALSE,FALSE
2000-05-06,1.8125,8.2799,9.48,TRUE,TRUE,TRUE
2000-05-07,1.8125,8.2799,9.48,TRUE,TRUE,TRUE
