"Date","Close_USD_60kg","Is_Weekend","Is_Interpolated"
2000-02-19,137.964915036774,TRUE,TRUE
2000-02-20,137.964915036774,TRUE,TRUE
2000-02-21,137.964915036774,FALSE,TRUE
2000-02-22,136.509859963226,FALSE,FALSE
2000-02-23,137.038969981613,FALSE,FALSE
2000-02-24,134.5918475,FALSE,FALSE
2000-02-25,130.689680036774,FALSE,FALSE
2000-02-26,130.689680036774,TRUE,TRUE
2000-02-27,130.689680036774,TRUE,TRUE
2000-02-28,134.459572518387,FALSE,FALSE
2000-02-29,132.144725018387,FALSE,FALSE
2000-03-01,133.798187518387,FALSE,FALSE
2000-03-02,139.023124981613,FALSE,FALSE
2000-03-03,138.031047481613,FALSE,FALSE
2000-03-04,138.031047481613,TRUE,TRUE
2000-03-05,138.031047481613,TRUE,TRUE
2000-03-06,140.610455036774,FALSE,FALSE
2000-03-07,143.388270018387,FALSE,FALSE
2000-03-08,142.065500018387,FALSE,FALSE
2000-03-09,141.800939963226,FALSE,FALSE
2000-03-10,140.345894981613,FALSE,FALSE
2000-03-11,140.345894981613,TRUE,TRUE
2000-03-12,140.345894981613,TRUE,TRUE
2000-03-13,140.21362,FALSE,FALSE
2000-03-14,135.650067536774,FALSE,FALSE
2000-03-15,136.24531,FALSE,FALSE
2000-03-16,140.676587481613,FALSE,FALSE
2000-03-17,140.345894981613,FALSE,FALSE
2000-03-18,140.345894981613,TRUE,TRUE
2000-03-19,140.345894981613,TRUE,TRUE
2000-03-20,136.377584981613,FALSE,FALSE
2000-03-21,137.2373875,FALSE,FALSE
2000-03-22,139.949070036774,FALSE,FALSE
2000-03-23,135.054814981613,FALSE,FALSE
2000-03-24,136.443727518387,FALSE,FALSE
2000-03-25,136.443727518387,TRUE,TRUE
2000-03-26,136.443727518387,TRUE,TRUE
2000-03-27,136.443727518387,FALSE,FALSE
2000-03-28,138.229465,FALSE,FALSE
2000-03-29,137.435805018387,FALSE,FALSE
2000-03-30,136.906695,FALSE,FALSE
2000-03-31,137.171244963226,FALSE,FALSE
2000-04-01,137.171244963226,TRUE,TRUE
2000-04-02,137.171244963226,TRUE,TRUE
2000-04-03,135.054814981613,FALSE,FALSE
2000-04-04,132.409274981613,FALSE,FALSE
2000-04-05,134.657990036774,FALSE,FALSE
2000-04-06,133.401352481613,FALSE,FALSE
2000-04-07,131.747889981613,FALSE,FALSE
2000-04-08,131.747889981613,TRUE,TRUE
2000-04-09,131.747889981613,TRUE,TRUE
2000-04-10,127.845722518387,FALSE,FALSE
2000-04-11,127.713447536774,FALSE,FALSE
2000-04-12,124.604929963226,FALSE,FALSE
2000-04-13,125.266314963226,FALSE,FALSE
2000-04-14,122.554642518387,FALSE,FALSE
2000-04-15,122.554642518387,TRUE,TRUE
2000-04-16,122.554642518387,TRUE,TRUE
2000-04-17,122.753060036774,FALSE,FALSE
2000-04-18,124.406522536774,FALSE,FALSE
2000-04-19,126.589084963226,FALSE,FALSE
2000-04-20,129.3007675,FALSE,FALSE
2000-04-21,129.3007675,FALSE,TRUE
2000-04-22,129.3007675,TRUE,TRUE
2000-04-23,129.3007675,TRUE,TRUE
2000-04-24,124.6710725,FALSE,FALSE
2000-04-25,126.456809981613,FALSE,FALSE
2000-04-26,125.3324575,FALSE,FALSE
2000-04-27,125.464732481613,FALSE,FALSE
2000-04-28,126.059985036774,FALSE,FALSE
2000-04-29,126.059985036774,TRUE,TRUE
2000-04-30,126.059985036774,TRUE,TRUE
2000-05-01,132.673835036774,FALSE,FALSE
2000-05-02,131.086504981613,FALSE,FALSE
2000-05-03,124.935622463226,FALSE,FALSE
2000-05-04,128.110272481613,FALSE,FALSE
2000-05-05,128.110272481613,FALSE,FALSE
2000-05-06,128.110272481613,TRUE,TRUE
2000-05-07,128.110272481613,TRUE,TRUE
2000-05-08,128.507107518387,FALSE,FALSE
2000-05-09,128.903932463226,FALSE,FALSE
2000-05-10,128.6393825,FALSE,FALSE
2000-05-11,126.853645018387,FALSE,FALSE
2000-05-12,121.430290036774,FALSE,FALSE
2000-05-13,121.430290036774,TRUE,TRUE
2000-05-14,121.430290036774,TRUE,TRUE
2000-05-15,120.7027625,FALSE,FALSE
2000-05-16,122.0255325,FALSE,FALSE
2000-05-17,121.430290036774,FALSE,FALSE
2000-05-18,121.033455,FALSE,FALSE
2000-05-19,129.565317463226,FALSE,FALSE
2000-05-20,129.565317463226,TRUE,TRUE
2000-05-21,129.565317463226,TRUE,TRUE
2000-05-22,136.642145036774,FALSE,FALSE
2000-05-23,137.171244963226,FALSE,FALSE
2000-05-24,134.724122481613,FALSE,FALSE
2000-05-25,131.2849225,FALSE,FALSE
2000-05-26,131.218779963226,FALSE,FALSE
2000-05-27,131.218779963226,TRUE,TRUE
2000-05-28,131.218779963226,TRUE,TRUE
2000-05-29,131.218779963226,FALSE,TRUE
2000-05-30,132.806110018387,FALSE,FALSE
2000-05-31,123.01761,FALSE,FALSE
2000-06-01,124.935622463226,FALSE,FALSE
2000-06-02,126.390677536774,FALSE,FALSE
2000-06-03,126.390677536774,TRUE,TRUE
2000-06-04,126.390677536774,TRUE,TRUE
2000-06-05,123.480577481613,FALSE,FALSE
2000-06-06,117.924947518387,FALSE,FALSE
2000-06-07,121.760982536774,FALSE,FALSE
2000-06-08,122.422367536774,FALSE,FALSE
2000-06-09,121.496422481613,FALSE,FALSE
2000-06-10,121.496422481613,TRUE,TRUE
2000-06-11,121.496422481613,TRUE,TRUE
2000-06-12,120.570487518387,FALSE,FALSE
2000-06-13,120.107520036774,FALSE,FALSE
2000-06-14,118.850882481613,FALSE,FALSE
2000-06-15,116.602177518387,FALSE,FALSE
2000-06-16,115.4116825,FALSE,FALSE
2000-06-17,115.4116825,TRUE,TRUE
2000-06-18,115.4116825,TRUE,TRUE
2000-06-19,115.345539963226,FALSE,FALSE
2000-06-20,115.4116825,FALSE,FALSE
2000-06-21,111.707922463226,FALSE,FALSE
2000-06-22,113.956637518387,FALSE,FALSE
2000-06-23,115.147132536774,FALSE,FALSE
2000-06-24,115.147132536774,TRUE,TRUE
2000-06-25,115.147132536774,TRUE,TRUE
2000-06-26,115.279407518387,FALSE,FALSE
2000-06-27,117.065145,FALSE,FALSE
2000-06-28,115.940792518387,FALSE,FALSE
2000-06-29,114.287330018387,FALSE,FALSE
2000-06-30,112.237032481613,FALSE,FALSE
2000-07-01,112.237032481613,TRUE,TRUE
2000-07-02,112.237032481613,TRUE,TRUE
2000-07-03,112.237032481613,FALSE,TRUE
2000-07-04,112.237032481613,FALSE,TRUE
2000-07-05,112.964560018387,FALSE,FALSE
2000-07-06,109.591492481613,FALSE,FALSE
2000-07-07,106.879820036774,FALSE,FALSE
2000-07-08,106.879820036774,TRUE,TRUE
2000-07-09,106.879820036774,TRUE,TRUE
2000-07-10,111.11268,FALSE,FALSE
2000-07-11,119.181574981613,FALSE,FALSE
2000-07-12,118.652464963226,FALSE,FALSE
2000-07-13,131.218779963226,FALSE,FALSE
2000-07-14,117.924947518387,FALSE,FALSE
2000-07-15,117.924947518387,TRUE,TRUE
2000-07-16,117.924947518387,TRUE,TRUE
2000-07-17,130.491262518387,FALSE,FALSE
2000-07-18,154.102705,FALSE,FALSE
2000-07-19,147.025887518387,FALSE,FALSE
2000-07-20,129.3007675,FALSE,FALSE
2000-07-21,127.845722518387,FALSE,FALSE
2000-07-22,127.845722518387,TRUE,TRUE
2000-07-23,127.845722518387,TRUE,TRUE
2000-07-24,114.155055036774,FALSE,FALSE
2000-07-25,112.699999963226,FALSE,FALSE
2000-07-26,115.014847463226,FALSE,FALSE
2000-07-27,113.890494981613,FALSE,FALSE
2000-07-28,115.610100018387,FALSE,FALSE
2000-07-29,115.610100018387,TRUE,TRUE
2000-07-30,115.610100018387,TRUE,TRUE
2000-07-31,114.353462463226,FALSE,FALSE
2000-08-01,114.155055036774,FALSE,FALSE
2000-08-02,114.353462463226,FALSE,FALSE
2000-08-03,113.559802481613,FALSE,FALSE
2000-08-04,113.229109981613,FALSE,FALSE
2000-08-05,113.229109981613,TRUE,TRUE
2000-08-06,113.229109981613,TRUE,TRUE
2000-08-07,112.964560018387,FALSE,FALSE
2000-08-08,110.715844963226,FALSE,FALSE
2000-08-09,105.160215,FALSE,FALSE
2000-08-10,105.292489981613,FALSE,FALSE
2000-08-11,106.681402518387,FALSE,FALSE
2000-08-12,106.681402518387,TRUE,TRUE
2000-08-13,106.681402518387,TRUE,TRUE
2000-08-14,104.234280036774,FALSE,FALSE
2000-08-15,103.969719981613,FALSE,FALSE
2000-08-16,103.572895036774,FALSE,FALSE
2000-08-17,103.903587536774,FALSE,FALSE
2000-08-18,103.705170018387,FALSE,FALSE
2000-08-19,103.705170018387,TRUE,TRUE
2000-08-20,103.705170018387,TRUE,TRUE
2000-08-21,102.514675,FALSE,FALSE
2000-08-22,101.985564981613,FALSE,FALSE
2000-08-23,98.6786399816132,FALSE,FALSE
2000-08-24,102.911510036774,FALSE,FALSE
2000-08-25,102.8453675,FALSE,FALSE
2000-08-26,102.8453675,TRUE,TRUE
2000-08-27,102.8453675,TRUE,TRUE
2000-08-28,99.4722999632263,FALSE,FALSE
2000-08-29,98.8109149632263,FALSE,FALSE
2000-08-30,97.7527050183868,FALSE,FALSE
2000-08-31,98.546365,FALSE,FALSE
2000-09-01,99.20775,FALSE,FALSE
2000-09-02,99.20775,TRUE,TRUE
2000-09-03,99.20775,TRUE,TRUE
2000-09-04,99.20775,FALSE,TRUE
2000-09-05,96.6944849816132,FALSE,FALSE
2000-09-06,99.5384425,FALSE,FALSE
2000-09-07,103.17606,FALSE,FALSE
2000-09-08,102.382400018387,FALSE,FALSE
2000-09-09,102.382400018387,TRUE,TRUE
2000-09-10,102.382400018387,TRUE,TRUE
2000-09-11,102.8453675,FALSE,FALSE
2000-09-12,104.035862518387,FALSE,FALSE
2000-09-13,105.226357536774,FALSE,FALSE
2000-09-14,102.117839963226,FALSE,FALSE
2000-09-15,100.8612125,FALSE,FALSE
2000-09-16,100.8612125,TRUE,TRUE
2000-09-17,100.8612125,TRUE,TRUE
2000-09-18,102.382400018387,FALSE,FALSE
2000-09-19,102.117839963226,FALSE,FALSE
2000-09-20,104.697247518387,FALSE,FALSE
2000-09-21,102.911510036774,FALSE,FALSE
2000-09-22,103.17606,FALSE,FALSE
2000-09-23,103.17606,TRUE,TRUE
2000-09-24,103.17606,TRUE,TRUE
2000-09-25,104.564972536774,FALSE,FALSE
2000-09-26,108.1364475,FALSE,FALSE
2000-09-27,104.432687463226,FALSE,FALSE
2000-09-28,105.623182481613,FALSE,FALSE
2000-09-29,109.78991,FALSE,FALSE
2000-09-30,109.78991,TRUE,TRUE
2000-10-01,109.78991,TRUE,TRUE
2000-10-02,104.961797481613,FALSE,FALSE
2000-10-03,105.027940018387,FALSE,FALSE
2000-10-04,104.961797481613,FALSE,FALSE
2000-10-05,104.101994963226,FALSE,FALSE
2000-10-06,105.094072463226,FALSE,FALSE
2000-10-07,105.094072463226,TRUE,TRUE
2000-10-08,105.094072463226,TRUE,TRUE
2000-10-09,105.755457463226,FALSE,FALSE
2000-10-10,106.8136775,FALSE,FALSE
2000-10-11,109.988327518387,FALSE,FALSE
2000-10-12,107.541205036774,FALSE,FALSE
2000-10-13,107.210512536774,FALSE,FALSE
2000-10-14,107.210512536774,TRUE,TRUE
2000-10-15,107.210512536774,TRUE,TRUE
2000-10-16,113.295252518387,FALSE,FALSE
2000-10-17,117.329694963226,FALSE,FALSE
2000-10-18,116.7344525,FALSE,FALSE
2000-10-19,114.684154963226,FALSE,FALSE
2000-10-20,111.311097518387,FALSE,FALSE
2000-10-21,111.311097518387,TRUE,TRUE
2000-10-22,111.311097518387,TRUE,TRUE
2000-10-23,103.771302463226,FALSE,FALSE
2000-10-24,104.8295225,FALSE,FALSE
2000-10-25,103.242202536774,FALSE,FALSE
2000-10-26,99.7368600183868,FALSE,FALSE
2000-10-27,100.001409981613,FALSE,FALSE
2000-10-28,100.001409981613,TRUE,TRUE
2000-10-29,100.001409981613,TRUE,TRUE
2000-10-30,97.223595,FALSE,FALSE
2000-10-31,98.4140900183868,FALSE,FALSE
2000-11-01,97.7527050183868,FALSE,FALSE
2000-11-02,98.2156725,FALSE,FALSE
2000-11-03,97.3558699816132,FALSE,FALSE
2000-11-04,97.3558699816132,TRUE,TRUE
2000-11-05,97.3558699816132,TRUE,TRUE
2000-11-06,98.8109149632263,FALSE,FALSE
2000-11-07,98.6786399816132,FALSE,FALSE
2000-11-08,99.6045850367737,FALSE,FALSE
2000-11-09,97.88498,FALSE,FALSE
2000-11-10,98.0833975183868,FALSE,FALSE
2000-11-11,98.0833975183868,TRUE,TRUE
2000-11-12,98.0833975183868,TRUE,TRUE
2000-11-13,94.5119124632263,FALSE,FALSE
2000-11-14,94.4457800183868,FALSE,FALSE
2000-11-15,92.9907350367737,FALSE,FALSE
2000-11-16,91.0727124816132,FALSE,FALSE
2000-11-17,90.6758875367737,FALSE,FALSE
2000-11-18,90.6758875367737,TRUE,TRUE
2000-11-19,90.6758875367737,TRUE,TRUE
2000-11-20,93.0568674816132,FALSE,FALSE
2000-11-21,90.6758875367737,FALSE,FALSE
2000-11-22,90.3451950367737,FALSE,FALSE
2000-11-23,90.3451950367737,FALSE,TRUE
2000-11-24,90.3451950367737,FALSE,TRUE
2000-11-25,90.3451950367737,TRUE,TRUE
2000-11-26,90.3451950367737,TRUE,TRUE
2000-11-27,89.94836,FALSE,FALSE
2000-11-28,91.932515,FALSE,FALSE
2000-11-29,92.7261749816132,FALSE,FALSE
2000-11-30,88.8901399632263,FALSE,FALSE
2000-12-01,88.62559,FALSE,FALSE
2000-12-02,88.62559,TRUE,TRUE
2000-12-03,88.62559,TRUE,TRUE
2000-12-04,89.0224250367737,FALSE,FALSE
2000-12-05,87.964205,FALSE,FALSE
2000-12-06,87.5012375183868,FALSE,FALSE
2000-12-07,87.7657874816132,FALSE,FALSE
2000-12-08,84.1943125183868,FALSE,FALSE
2000-12-09,84.1943125183868,TRUE,TRUE
2000-12-10,84.1943125183868,TRUE,TRUE
2000-12-11,84.7895549816132,FALSE,FALSE
2000-12-12,84.9218299632263,FALSE,FALSE
2000-12-13,84.3265875,FALSE,FALSE
2000-12-14,81.4164924908066,FALSE,FALSE
2000-12-15,83.2022350183868,FALSE,FALSE
2000-12-16,83.2022350183868,TRUE,TRUE
2000-12-17,83.2022350183868,TRUE,TRUE
2000-12-18,82.9376800091934,FALSE,FALSE
2000-12-19,86.0461925367737,FALSE,FALSE
2000-12-20,86.5752924632263,FALSE,FALSE
2000-12-21,88.0303475367737,FALSE,FALSE
2000-12-22,86.5091600183868,FALSE,FALSE
2000-12-23,86.5091600183868,TRUE,TRUE
2000-12-24,86.5091600183868,TRUE,TRUE
2000-12-25,86.5091600183868,FALSE,TRUE
2000-12-26,89.0224250367737,FALSE,FALSE
2000-12-27,87.8319300183868,FALSE,FALSE
2000-12-28,89.0885574816132,FALSE,FALSE
2000-12-29,86.7075775367737,FALSE,FALSE
2000-12-30,86.7075775367737,TRUE,TRUE
2000-12-31,86.7075775367737,TRUE,TRUE
2001-01-01,86.7075775367737,FALSE,TRUE
2001-01-02,83.8636200183868,FALSE,FALSE
2001-01-03,83.9297575091934,FALSE,FALSE
2001-01-04,83.7974774816132,FALSE,FALSE
2001-01-05,85.1202474816131,FALSE,FALSE
2001-01-06,85.1202474816131,TRUE,TRUE
2001-01-07,85.1202474816131,TRUE,TRUE
2001-01-08,84.4588624816132,FALSE,FALSE
2001-01-09,84.3927249908066,FALSE,FALSE
2001-01-10,83.7974774816132,FALSE,FALSE
2001-01-11,84.1281699816132,FALSE,FALSE
2001-01-12,85.98005,FALSE,FALSE
2001-01-13,85.98005,TRUE,TRUE
2001-01-14,85.98005,TRUE,TRUE
2001-01-15,85.98005,FALSE,TRUE
2001-01-16,89.1547000183868,FALSE,FALSE
2001-01-17,92.8584499632263,FALSE,FALSE
2001-01-18,88.2948975,FALSE,FALSE
2001-01-19,90.3451950367737,FALSE,FALSE
2001-01-20,90.3451950367737,TRUE,TRUE
2001-01-21,90.3451950367737,TRUE,TRUE
2001-01-22,94.2473625,FALSE,FALSE
2001-01-23,92.3954824816132,FALSE,FALSE
2001-01-24,92.6600425367737,FALSE,FALSE
2001-01-25,89.7499424816132,FALSE,FALSE
2001-01-26,88.7578649816132,FALSE,FALSE
2001-01-27,88.7578649816132,TRUE,TRUE
2001-01-28,88.7578649816132,TRUE,TRUE
2001-01-29,86.5091600183868,FALSE,FALSE
2001-01-30,84.9218299632263,FALSE,FALSE
2001-01-31,84.3265875,FALSE,FALSE
2001-02-01,85.5832149632263,FALSE,FALSE
2001-02-02,83.5990650091934,FALSE,FALSE
2001-02-03,83.5990650091934,TRUE,TRUE
2001-02-04,83.5990650091934,TRUE,TRUE
2001-02-05,82.9376800091934,FALSE,FALSE
2001-02-06,82.2762950091934,FALSE,FALSE
2001-02-07,81.6810475,FALSE,FALSE
2001-02-08,82.01174,FALSE,FALSE
2001-02-09,82.8715425183868,FALSE,FALSE
2001-02-10,82.8715425183868,TRUE,TRUE
2001-02-11,82.8715425183868,TRUE,TRUE
2001-02-12,82.4085699908066,FALSE,FALSE
2001-02-13,83.0699549908066,FALSE,FALSE
2001-02-14,83.0699549908066,FALSE,FALSE
2001-02-15,81.350355,FALSE,FALSE
2001-02-16,79.1016449908066,FALSE,FALSE
2001-02-17,79.1016449908066,TRUE,TRUE
2001-02-18,79.1016449908066,TRUE,TRUE
2001-02-19,79.1016449908066,FALSE,TRUE
2001-02-20,83.0038175,FALSE,FALSE
2001-02-21,83.5329275183868,FALSE,FALSE
2001-02-22,83.1360924816131,FALSE,FALSE
2001-02-23,85.9139074632263,FALSE,FALSE
2001-02-24,85.9139074632263,TRUE,TRUE
2001-02-25,85.9139074632263,TRUE,TRUE
2001-02-26,84.5250050183868,FALSE,FALSE
2001-02-27,85.1863900183868,FALSE,FALSE
2001-02-28,84.5250050183868,FALSE,FALSE
2001-03-01,83.0038175,FALSE,FALSE
2001-03-02,83.7313399908066,FALSE,FALSE
2001-03-03,83.7313399908066,TRUE,TRUE
2001-03-04,83.7313399908066,TRUE,TRUE
2001-03-05,84.2604500091934,FALSE,FALSE
2001-03-06,85.98005,FALSE,FALSE
2001-03-07,87.0382700367737,FALSE,FALSE
2001-03-08,84.8556975183868,FALSE,FALSE
2001-03-09,81.6149100091934,FALSE,FALSE
2001-03-10,81.6149100091934,TRUE,TRUE
2001-03-11,81.6149100091934,TRUE,TRUE
2001-03-12,82.0778774908066,FALSE,FALSE
2001-03-13,80.6228325091934,FALSE,FALSE
2001-03-14,80.68897,FALSE,FALSE
2001-03-15,78.1757049816132,FALSE,FALSE
2001-03-16,78.04343,FALSE,FALSE
2001-03-17,78.04343,TRUE,TRUE
2001-03-18,78.04343,TRUE,TRUE
2001-03-19,79.2339250183868,FALSE,FALSE
2001-03-20,79.4323374908066,FALSE,FALSE
2001-03-21,80.8873875183868,FALSE,FALSE
2001-03-22,79.6307550091934,FALSE,FALSE
2001-03-23,79.4984749816132,FALSE,FALSE
2001-03-24,79.4984749816132,TRUE,TRUE
2001-03-25,79.4984749816132,TRUE,TRUE
2001-03-26,81.8133224816132,FALSE,FALSE
2001-03-27,80.7551074908066,FALSE,FALSE
2001-03-28,80.8873875183868,FALSE,FALSE
2001-03-29,81.6810475,FALSE,FALSE
2001-03-30,79.7630299908066,FALSE,FALSE
2001-03-31,79.7630299908066,TRUE,TRUE
2001-04-01,79.7630299908066,TRUE,TRUE
2001-04-02,78.704815,FALSE,FALSE
2001-04-03,77.6466000091934,FALSE,FALSE
2001-04-04,78.3741225,FALSE,FALSE
2001-04-05,78.1757049816132,FALSE,FALSE
2001-04-06,76.8529349816132,FALSE,FALSE
2001-04-07,76.8529349816132,TRUE,TRUE
2001-04-08,76.8529349816132,TRUE,TRUE
2001-04-09,76.1915499816132,FALSE,FALSE
2001-04-10,75.8608574816132,FALSE,FALSE
2001-04-11,75.8608574816132,FALSE,FALSE
2001-04-12,76.1915499816132,FALSE,FALSE
2001-04-13,76.1915499816132,FALSE,TRUE
2001-04-14,76.1915499816132,TRUE,TRUE
2001-04-15,76.1915499816132,TRUE,TRUE
2001-04-16,74.9349225183868,FALSE,FALSE
2001-04-17,74.3396750091934,FALSE,FALSE
2001-04-18,77.5804625183868,FALSE,FALSE
2001-04-19,76.1254124908066,FALSE,FALSE
2001-04-20,75.5963075183868,FALSE,FALSE
2001-04-21,75.5963075183868,TRUE,TRUE
2001-04-22,75.5963075183868,TRUE,TRUE
2001-04-23,81.6810475,FALSE,FALSE
2001-04-24,77.5143199816132,FALSE,FALSE
2001-04-25,76.4561049908066,FALSE,FALSE
2001-04-26,77.382045,FALSE,FALSE
2001-04-27,80.6228325091934,FALSE,FALSE
2001-04-28,80.6228325091934,TRUE,TRUE
2001-04-29,80.6228325091934,TRUE,TRUE
2001-04-30,81.8133224816132,FALSE,FALSE
2001-05-01,85.318665,FALSE,FALSE
2001-05-02,83.5990650091934,FALSE,FALSE
2001-05-03,85.4509399816131,FALSE,FALSE
2001-05-04,84.1943125183868,FALSE,FALSE
2001-05-05,84.1943125183868,TRUE,TRUE
2001-05-06,84.1943125183868,TRUE,TRUE
2001-05-07,87.30282,FALSE,FALSE
2001-05-08,87.8319300183868,FALSE,FALSE
2001-05-09,86.7075775367737,FALSE,FALSE
2001-05-10,87.0382700367737,FALSE,FALSE
2001-05-11,85.9139074632263,FALSE,FALSE
2001-05-12,85.9139074632263,TRUE,TRUE
2001-05-13,85.9139074632263,TRUE,TRUE
2001-05-14,82.01174,FALSE,FALSE
2001-05-15,82.4747074816132,FALSE,FALSE
2001-05-16,83.0038175,FALSE,FALSE
2001-05-17,83.0038175,FALSE,FALSE
2001-05-18,84.3927249908066,FALSE,FALSE
2001-05-19,84.3927249908066,TRUE,TRUE
2001-05-20,84.3927249908066,TRUE,TRUE
2001-05-21,85.8477750183868,FALSE,FALSE
2001-05-22,86.0461925367737,FALSE,FALSE
2001-05-23,84.0620324908066,FALSE,FALSE
2001-05-24,83.0699549908066,FALSE,FALSE
2001-05-25,79.2339250183868,FALSE,FALSE
2001-05-26,79.2339250183868,TRUE,TRUE
2001-05-27,79.2339250183868,TRUE,TRUE
2001-05-28,79.2339250183868,FALSE,TRUE
2001-05-29,79.1016449908066,FALSE,FALSE
2001-05-30,78.2418475183868,FALSE,FALSE
2001-05-31,75.5963075183868,FALSE,FALSE
2001-06-01,76.5883850183868,FALSE,FALSE
2001-06-02,76.5883850183868,TRUE,TRUE
2001-06-03,76.5883850183868,TRUE,TRUE
2001-06-04,78.6386775091934,FALSE,FALSE
2001-06-05,78.9693700091934,FALSE,FALSE
2001-06-06,77.2497700183868,FALSE,FALSE
2001-06-07,76.3238300091934,FALSE,FALSE
2001-06-08,76.9190775183868,FALSE,FALSE
2001-06-09,76.9190775183868,TRUE,TRUE
2001-06-10,76.9190775183868,TRUE,TRUE
2001-06-11,75.39789,FALSE,FALSE
2001-06-12,76.2576925183868,FALSE,FALSE
2001-06-13,76.3899675,FALSE,FALSE
2001-06-14,77.8450124816132,FALSE,FALSE
2001-06-15,78.5725400183868,FALSE,FALSE
2001-06-16,78.5725400183868,TRUE,TRUE
2001-06-17,78.5725400183868,TRUE,TRUE
2001-06-18,80.6228325091934,FALSE,FALSE
2001-06-19,76.1254124908066,FALSE,FALSE
2001-06-20,73.0169050091934,FALSE,FALSE
2001-06-21,76.059275,FALSE,FALSE
2001-06-22,73.9428450183868,FALSE,FALSE
2001-06-23,73.9428450183868,TRUE,TRUE
2001-06-24,73.9428450183868,TRUE,TRUE
2001-06-25,73.1491799908066,FALSE,FALSE
2001-06-26,73.413735,FALSE,FALSE
2001-06-27,73.0830425,FALSE,FALSE
2001-06-28,73.413735,FALSE,FALSE
2001-06-29,74.2073949816131,FALSE,FALSE
2001-06-30,74.2073949816131,TRUE,TRUE
2001-07-01,74.2073949816131,TRUE,TRUE
2001-07-02,72.6200750183868,FALSE,FALSE
2001-07-03,72.75235,FALSE,FALSE
2001-07-04,72.75235,FALSE,TRUE
2001-07-05,71.42958,FALSE,FALSE
2001-07-06,71.2311624816132,FALSE,FALSE
2001-07-07,71.2311624816132,TRUE,TRUE
2001-07-08,71.2311624816132,TRUE,TRUE
2001-07-09,70.0406725091934,FALSE,FALSE
2001-07-10,69.445425,FALSE,FALSE
2001-07-11,69.445425,FALSE,FALSE
2001-07-12,68.9163149816131,FALSE,FALSE
2001-07-13,68.8501774908066,FALSE,FALSE
2001-07-14,68.8501774908066,TRUE,TRUE
2001-07-15,68.8501774908066,TRUE,TRUE
2001-07-16,69.1147325,FALSE,FALSE
2001-07-17,68.78404,FALSE,FALSE
2001-07-18,69.9083924816131,FALSE,FALSE
2001-07-19,69.0485950091934,FALSE,FALSE
2001-07-20,71.0988875,FALSE,FALSE
2001-07-21,71.0988875,TRUE,TRUE
2001-07-22,71.0988875,TRUE,TRUE
2001-07-23,71.3634425091934,FALSE,FALSE
2001-07-24,73.0169050091934,FALSE,FALSE
2001-07-25,69.6438425183868,FALSE,FALSE
2001-07-26,67.9903800183868,FALSE,FALSE
2001-07-27,67.8580999908066,FALSE,FALSE
2001-07-28,67.8580999908066,TRUE,TRUE
2001-07-29,67.8580999908066,TRUE,TRUE
2001-07-30,68.5856224816132,FALSE,FALSE
2001-07-31,68.7179025091934,FALSE,FALSE
2001-08-01,67.7919625,FALSE,FALSE
2001-08-02,66.7337475091934,FALSE,FALSE
